Incident Number,Incident_Type,Date_Reported,Cause_Category,Cause_Agent,Population_Density,Province,Latitude,Longitude,Substance,Release_Type,Significant,Pipeline_Type,Activity_in_Process,Pipeline_Involved,Rupture,Environmental_Impact,Source of Explosion,Source of Fire,Activity at time of fatality,Injury,Pax,Evacuees,Pipeline_Name,Pipeline_Length,Substance_Carried,Land_Use,Emergency_Level,Nominal_Pipe_Size,Pipe_Material,Material_Grade,Design_Thickness,Licensed_Max_Pressure,Actual_Operating_Pressure,Year_of_Manufacture,Year_of_Installation,Service_Year,Weld type ,Seam_Type,Seam_Joining_Method,Coating_Location,Coating_Type
INC2012-028,Release of Substance,02/13/2012,Equipment Failure,Engineering and Planning,Unknown,Ontario,49.82797,-93.63666,Natural Gas - Sweet,Gas,No,,Operation,Yes,No,No,,,,,,0,LINE 100-1,2595.724534,Natural Gas,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2012-029,Release of Substance,02/15/2012,Equipment Failure,Maintenance,Unknown,New Brunswick,45.895524,-66.542645,Natural Gas - Sweet,Gas,No,,Operation,Yes,No,No,,,,,,0,Mainline,574.8807991,Natural Gas,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2012-031,Fire,02/16/2012,Incorrect Operation,Inadequate Supervision,Unknown,Ontario,49.29549,-88.10056,Not Applicable,Not Applicable,No,,Maintenance,No,No,No,,Housekeeping,,,,0,,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2012-032,Release of Substance,02/21/2012,Corrosion and Cracking,Maintenance,Unknown,Ontario,47.44682,-79.76273,Natural Gas - Sweet,Gas,No,,Operation,Yes,No,No,,,,,,0,TCPL - Station 110 (Haileybury Compressor Station),,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2012-038,Release of Substance,02/29/2012,Equipment Failure,Maintenance,Low ,Alberta,54.64742,-112.80015,Natural Gas - Sweet,Gas,No,,Operation,Yes,No,No,,,,,,0,,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2012-040,Release of Substance,03/01/2012,Equipment Failure,Maintenance,Low ,Manitoba,50.07461,-100.00038,Fuel Gas,Gas,No,,Operation,Yes,No,No,,,,,,0,TCPL - Station 30 (Rapid City Compressor Station),,,Unknown Land Use (Historical Data Migration),Level I,NPS 4,,,,0,,,,,,,,,
INC2012-041,Release of Substance,03/02/2012,Corrosion and Cracking,Standards and Procedures,Low ,Alberta,55.7578,-118.30145,Natural Gas - Sweet,Gas,No,,Operation,Yes,No,No,,,,,,0,NGTL - Belloy West Meter Station,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2012-044,Operation Beyond Design Limits,03/13/2012,Other Causes,Maintenance,Unknown,Alberta,53.54727,-113.35571,Not Applicable,Not Applicable,No,,Operation,Yes,No,No,,,,,,0,Line 2,1282.304863,Crude Oil,Unknown Land Use (Historical Data Migration),Level I,NPS 24,Carbon Steel,,,275,,,,,,,,,
INC2012-045,Release of Substance,03/13/2012,Defect and Deterioration,Maintenance,Unknown,New Brunswick,45.274038,-66.0275,Natural Gas - Sweet,Gas,No,,Operation,Yes,No,No,,,,,,0,MNE - Bayside Power Meter Station,,,Unknown Land Use (Historical Data Migration),Level I,,,,,0,,,,,,,,,
INC2012-048,Release of Substance,03/29/2012,Incorrect Operation,Inadequate Supervision,Unknown,Alberta,55.81522,-119.36594,Natural Gas - Sweet,Gas,No,,Construction,Yes,No,No,,,,,,0,NGTL - Saddle Hills Compressor Station,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2012-049,Release of Substance,03/30/2012,Defect and Deterioration,Maintenance,Unknown,Ontario,44.88671,-75.29431,Natural Gas - Sweet,Gas,No,,Operation,Yes,No,No,,,,,,0,,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2012-051,Release of Substance,04/13/2012,Equipment Failure,Maintenance,Unknown,New Brunswick,45.27614,-66.02945,Natural Gas - Sweet,Gas,No,,Operation,Yes,No,No,,,,,,0,,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2012-053,Fire,04/23/2012,Incorrect Operation,Standards and Procedures,High ,Alberta,53.54746,-113.35569,Not Applicable,Not Applicable,No,,Maintenance,No,No,No,,Welding or Cutting,,,,0,EPI - Edmonton Terminal,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2012-054,Operation Beyond Design Limits,04/23/2012,Equipment Failure,Standards and Procedures,High ,Ontario,43.693367,-79.609444,Not Applicable,Not Applicable,No,,Operation,Yes,No,No,,,,,,0,,,,Unknown Land Use (Historical Data Migration),Level I,,,,,0,,,,,,,,,
INC2012-056,Release of Substance,05/03/2012,Equipment Failure,Maintenance,Unknown,New Brunswick,45.23904,-66.1031,Natural Gas - Sweet,Gas,No,,Operation,Yes,No,No,,,,,,0,MNE - St. John Lateral Pressure Regulating Station,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2012-057,Fire,05/05/2012,Equipment Failure,Maintenance,Low ,British Columbia,55.64991,-122.20723,Not Applicable,Not Applicable,No,,Operation,Yes,No,No,,Equipment & Electrical,,,,0,WEI - Compressor Station 2,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2021-054,Fire,04/14/2021,Incorrect Operation,Engineering and Planning,Low ,British Columbia,50.844444,-120.33,Not Applicable,Not Applicable,No,Transmission,Construction,No,No,No,,Equipment & Electrical,,,,0,TRANS MOUNTAIN EXPANSION PROJECT,946.1591548,Crude Oil,Barren Land,Not Emergency,,,,,,,,,,,,,,
INC2021-056,Fire,04/16/2021,Incorrect Operation,Human Factors,Low ,Alberta,53.57580147,-116.6475544,Not Applicable,Not Applicable,No,Processing,Construction,No,No,No,,Welding or Cutting,,,,0,TRANS MOUNTAIN EXPANSION PROJECT,946.1591548,Crude Oil,Developed Land - Industrial,Not Emergency,,,,,,,,,,,,,,
INC2021-058,Operation Beyond Design Limits,04/27/2021,Natural Force Damage,Natural or Environmental Forces,Low ,British Columbia,55.98780007,-120.4000174,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,,,,,0,"26"" Alberta Mainline",57.94913728,Natural Gas Sweet,Forests,Not Emergency,NPS 26,Carbon Steel,359 - X52,7.1 mm = 0.280 in,5516,,1957,1957,1957,Girth (Circumferential),Straight,Double Submerged Arc Welding,External,Asphalt Mastic
INC2021-060,Release of Substance,05/01/2021,Defect and Deterioration,Engineering and Planning,Low ,Alberta,55.767105,-118.577531,Natural Gas - Sweet,Gas,No,Transmission,Operation,Yes,No,No,,,,,,0,GORDONDALE LATERAL - NPS 16,117.3814221,Natural Gas,Agricultural Cropland,Not Emergency,NPS 16,Carbon Steel,359 - X52,,8450,5250,,1977,1977,Long Seam (Longitudinal),Straight,Electric Resistance Welded,External,Polyethylene Tape Wrap
INC2021-062,Adverse Environmental Effects,05/04/2021,Incorrect Operation,Engineering and Planning,Low ,Alberta,53.588615,-116.497454,Not Applicable,Not Applicable,Yes,Transmission,Construction,No,No,No,,,,,,0,TRANS MOUNTAIN EXPANSION PROJECT,946.1591548,Crude Oil,Water / Wetlands,Not Emergency,,,,,,,,,,,,,,
INC2021-063,Fire,05/07/2021,Incorrect Operation,Human Factors,Low ,Alberta,52.71908998,-115.7086161,Not Applicable,Not Applicable,No,Transmission,Construction,No,No,No,,Welding or Cutting,,,,0,EDSON M/L LOOP (STRACHAN-NORDEGG SECTION - 1980 CONST) - NPS 42,62.17782438,Natural Gas,Developed Land - Industrial,Not Emergency,,,,,,,,,,,,,,
INC2021-064,Release of Substance,05/08/2021,Equipment Failure,Maintenance,Low ,Alberta,56.46355006,-112.8441291,Lube Oil,Liquid,No,Transmission,Operation,Yes,No,No,,,,,,0,LIEGE LATERAL - NPS 12,54.89148778,Natural Gas,Forests,Not Emergency,,,,,,,,,,,,,,
INC2021-065,Fire,05/10/2021,Incorrect Operation,Maintenance,Low ,British Columbia,49.29079839,-122.9502759,Not Applicable,Not Applicable,No,Transmission,Construction,No,No,No,,Equipment & Electrical,,,,0,TRANS MOUNTAIN EXPANSION PROJECT,946.1591548,Crude Oil,Water / Wetlands,Not Emergency,,,,,,,,,,,,,,
INC2021-066,Release of Substance,05/10/2021,Corrosion and Cracking,Natural or Environmental Forces,Low ,Alberta,56.85251,-118.13427,Natural Gas - Sweet,Gas,No,Transmission,Maintenance,Yes,No,No,,,,,,1,RAMBLING CREEK LATERAL,26.93884101,Natural Gas,Forests,Not Emergency,NPS 1/2,,,3.7 mm = 0.146 in,8450,4710,1984,1984,,,,,,
INC2021-067,Fire,05/11/2021,Incorrect Operation,Tools and Equipment,Low ,Quebec,45.709997,-73.87652,Not Applicable,Not Applicable,No,Transmission,Construction,No,No,No,,Welding or Cutting,,,,0,Mainline,315.6629519,Natural Gas,Forests,Not Emergency,,,,,,,,,,,,,,
INC2021-068,Operation Beyond Design Limits,05/12/2021,Natural Force Damage,Natural or Environmental Forces,Low ,Alberta,55.801359,-119.787564,Not Applicable,Not Applicable,No,Transmission,Maintenance,Yes,No,No,,,,,,0,"12"" South Pouce Coupe Lateral Pipeline",11.6875749,Natural Gas Sweet,Forests,Not Emergency,NPS 12,Carbon Steel,290 - X42,9.5 mm = 0.374 in,,0,1957,1957,1957,,,Double Submerged Arc Welding,External,Petrolatum Tape
INC2021-069,Fire,05/13/2021,External Interference,Human Factors,Low ,Quebec,45.903078,-73.338683,Not Applicable,Not Applicable,No,Transmission,Operation,No,No,No,,Other Event (Nature or 3rd Party),,,,0,Mainline,315.6629519,Natural Gas,Forests,Not Emergency,,,,,,,,,,,,,,
INC2021-070,Fire,05/15/2021,External Interference,Natural or Environmental Forces,Low ,British Columbia,50.295329,-120.449373,Not Applicable,Not Applicable,No,Transmission,Construction,No,No,No,,Other Event (Nature or 3rd Party),,,,0,TRANS MOUNTAIN EXPANSION PROJECT,946.1591548,Crude Oil,Barren Land,Not Emergency,,,,,,,,,,,,,,
INC2021-071,Serious Injury (CER),05/16/2021,Incorrect Operation,Human Factors,Low ,British Columbia,52.111742,-119.305695,Not Applicable,Not Applicable,Yes,Distribution,Construction,No,No,No,,,,Lost Consciousness,1,0,TRANS MOUNTAIN EXPANSION PROJECT,946.1591548,Crude Oil,Developed Land - Industrial,Not Emergency,,,,,,,,,,,,,,
INC2021-072,Fire,05/17/2021,External Interference,Maintenance,Low ,Quebec,46.6996,-71.4419,Not Applicable,Not Applicable,No,Transmission,Maintenance,No,No,No,,Equipment & Electrical,,,,0,Mainline,315.6629519,Natural Gas,Agricultural Cropland,Not Emergency,,,,,,,,,,,,,,
INC2021-080,Release of Substance,06/07/2021,Equipment Failure,Natural or Environmental Forces,Low ,British Columbia,49.2802,-115.47198,Natural Gas - Sweet,Gas,No,Transmission,Operation,Yes,No,No,,,,,,0,ANG MAINLINE,169.6493858,Natural Gas,Forests,Not Emergency,NPS 36,Carbon Steel,,,,,,,,,,,,
INC2012-120,Release of Substance,09/10/2012,Defect and Deterioration,Maintenance,Unknown,British Columbia,55.56913,-121.94465,Hydrogen Sulphide,Miscellaneous,Yes,,Operation,Yes,No,No,,,,,,0,WEI - Pine River Gas Plant,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2012-121,Release of Substance,09/10/2012,Equipment Failure,Maintenance,High ,New Brunswick,45.19227,-66.40471,Natural Gas - Sweet,Gas,No,,Operation,Yes,No,No,,,,,,0,,,,Unknown Land Use (Historical Data Migration),Level I,,,,,0,,,2008,,,,,,
INC2012-122,Fire,09/12/2012,Equipment Failure,Maintenance,Unknown,Saskatchewan,50.48071,-105.86698,Not Applicable,Not Applicable,No,,Operation,Yes,No,No,,Equipment & Electrical,,,,0,TCPL - Station 13 (Caron Compressor Station),,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2012-123,Release of Substance,09/17/2012,Defect and Deterioration,Maintenance,Unknown,New Brunswick,45.239404,-66.102907,Natural Gas - Sweet,Gas,No,,Operation,No,No,No,,,,,,0,Saint John PRS,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2012-124,Release of Substance,09/18/2012,Equipment Failure,Human Factors,Unknown,Saskatchewan,49.98,-109.12,Natural Gas - Sweet,Gas,No,,Operation,Yes,No,No,,,,,,0,,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2012-125,Release of Substance,09/18/2012,Incorrect Operation,Standards and Procedures,Unknown,Ontario,42.95262,-82.37435,Natural Gas - Sweet,Gas,No,,Operation,Yes,No,No,,,,,,0,Enbridge Sarnia Terminal,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2012-127,Release of Substance,09/21/2012,Defect and Deterioration,Maintenance,Very High ,New Brunswick,45.461,-66.99757,Natural Gas - Sweet,Gas,No,,Operation,Yes,No,No,,,,,,0,Mainline,574.8807991,Natural Gas,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2012-128,Explosion,09/21/2012,Defect and Deterioration,Maintenance,Unknown,Alberta,52.93315,-114.88072,Not Applicable,Not Applicable,No,,Operation,Yes,No,No,Battery Explosion,Battery Explosion,,,,0,,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2012-130,Operation Beyond Design Limits,09/26/2012,Equipment Failure,Standards and Procedures,Unknown,Alberta,52.29348,-111.09216,Not Applicable,Not Applicable,No,,Construction,No,No,No,,,,,,0,,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2012-131,Release of Substance,09/27/2012,Equipment Failure,Maintenance,Unknown,Manitoba,50.0747,-100.00049,Natural Gas - Sweet,Gas,No,,Operation,Yes,No,No,,,,,,0,LINE 100-3,2681.81132,Natural Gas,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2012-132,Fire,09/27/2012,Incorrect Operation,Engineering and Planning,Unknown,Saskatchewan,51.86536,-109.02607,Not Applicable,Not Applicable,No,,Operation,No,No,No,,Under Investigation or Unknown,,,,0,EPI - Kerrobert Pump Station,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2012-133,Release of Substance,09/28/2012,Equipment Failure,Maintenance,Medium ,New Brunswick,45.806186,-66.593942,Natural Gas - Sweet,Gas,No,,Operation,Yes,No,No,,,,,,0,Mainline,574.8807991,Natural Gas,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2012-134,Operation Beyond Design Limits,09/28/2012,Incorrect Operation,Inadequate Supervision,Unknown,Alberta,53.65218,-116.09968,Not Applicable,Not Applicable,No,,Operation,Yes,No,No,,,,,,0,,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2012-135,Fire,09/30/2012,External Interference,Standards and Procedures,Unknown,Ontario,43.87374,-79.57984,Not Applicable,Not Applicable,No,,Construction,No,No,No,,Under Investigation or Unknown,,,,0,TCPL - Station 130 (Maple Compressor Station),,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2012-137,Release of Substance,10/02/2012,Defect and Deterioration,Maintenance,Unknown,Manitoba,50.07455,-100.00074,Natural Gas - Sweet,Gas,No,,Maintenance,Yes,No,No,,,,,,0,TCPL - Station 30 (Rapid City Compressor Station),,,Unknown Land Use (Historical Data Migration),Level I,NPS 3/8,Stainless Steel,,,0,,,,,,,,,
INC2012-138,Release of Substance,10/02/2012,Defect and Deterioration,Engineering and Planning,Unknown,Manitoba,50.024295,-99.454233,Natural Gas - Sweet,Gas,No,,Operation,Yes,No,No,,,,,,0,TCPL - Neepawa Meter Station,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2021-153,Serious Injury (CER),10/13/2021,Incorrect Operation,Human Factors,Low ,British Columbia,49.26848937,-122.931342,Not Applicable,Not Applicable,Yes,Distribution,Construction,No,No,No,,,,Lost Consciousness,1,0,TRANS MOUNTAIN EXPANSION PROJECT,946.1591548,Crude Oil,Developed Land - Industrial,Not Emergency,,,,,,,,,,,,,,
INC2021-156,Fire,10/20/2021,Equipment Failure,Natural or Environmental Forces,Low ,Saskatchewan,50.481267,-105.866997,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,Equipment & Electrical,,,,0,Line 100-5,942.011481,Natural Gas,Developed Land - Industrial,Not Emergency,,,,,,,,,,,,,,
INC2021-163,Release of Substance,11/05/2021,Incorrect Operation,Maintenance,Low ,Quebec,45.72681,-73.5327,Natural Gas - Sweet,Gas,No,Transmission,Operation,Yes,No,No,,,,,,0,Mainline,315.6629519,Natural Gas,Forests,Not Emergency,,,,,,,,,,,,,,
INC2021-164,Adverse Environmental Effects,11/09/2021,Incorrect Operation,Natural or Environmental Forces,Low ,British Columbia,49.29079839,-122.9502759,Not Applicable,Not Applicable,Yes,Transmission,Construction,No,No,Yes,,,,,,0,TRANS MOUNTAIN EXPANSION PROJECT,946.1591548,Crude Oil,Developed Land - Industrial,Not Emergency,,,,,,,,,,,,,,
INC2021-165,Operation Beyond Design Limits,11/09/2021,Natural Force Damage,Natural or Environmental Forces,Low ,Ontario,48.552579,-88.996618,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,,,,,0,LINE 100-1,2595.724534,Natural Gas,Forests,Not Emergency,NPS 30,Carbon Steel,359 - X52,,6895,,,1958,1958,,,,,Asphalt Mastic
INC2021-167,Operation Beyond Design Limits,11/11/2021,Natural Force Damage,Natural or Environmental Forces,Low ,Ontario,43.333398,-79.866848,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,,,,,0,Line 200-1,104.8390755,Natural Gas,Shrub Land,Not Emergency,NPS 20,Carbon Steel,359 - X52,6.3 mm = 0.250 in,4480,,,,,,,,,Coal Tar Enamel Narrow
INC2021-168,Release of Substance,11/11/2021,Corrosion and Cracking,Maintenance,Low ,Alberta,53.63671854,-112.0190649,Natural Gas - Sweet,Gas,No,Transmission,Operation,Yes,No,No,,,,,,0,NORTH LATERAL EXTENSION (FLAT LAKE RELOCATION) - NPS 12,0.58385276,Natural Gas,Developed Land - Industrial,Not Emergency,NPS 12,Carbon Steel,359 - X52,6.3 mm = 0.250 in,3760,,1972,1972,1972,,Straight,Electric Resistance Welded,External,Asphalt Mastic
INC2021-169,Fire,11/13/2021,External Interference,Natural or Environmental Forces,Low ,Alberta,52.268,-115.21521,Not Applicable,Not Applicable,No,Transmission,Construction,No,No,No,,Other Event (Nature or 3rd Party),,,,0,EDSON M/L LOOP #4 (ALFORD CREEK SECTION),,Natural Gas,Forests,Not Emergency,,,,,,,,,,,,,,
INC2021-171,Operation Beyond Design Limits,11/15/2021,External Interference,Natural or Environmental Forces,Low ,British Columbia,49.378864,-121.35175,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,,,,,0,"SPECTRA - 30"" MAINLINE",1274.364117,"Natural Gas, Natural Gas Sweet",Vegetative Barren,Not Emergency,NPS 30,Carbon Steel,359 - X52,9.5 mm = 0.375 in,6450,,1956,1957,1957,,Seamless,Electric Flash Welded,External,Asphalt Mastic
INC2021-172,Operation Beyond Design Limits,11/16/2021,Natural Force Damage,Natural or Environmental Forces,Low ,British Columbia,49.898713,-120.908999,Not Applicable,Not Applicable,No,Transmission,Operation,No,No,No,,,,,,0,Mainline,1596.893888,"Crude Oil, Crude Oil Sour Heavy, Crude Oil Sour Light, Crude Oil Sweet Heavy, Crude Oil Sweet Light",Agricultural Cropland,Not Emergency,,,,,,,,,,,,,,
INC2021-173,Adverse Environmental Effects,11/16/2021,Incorrect Operation,Standards and Procedures,Low ,Alberta,52.751968,-115.733753,Not Applicable,Not Applicable,Yes,Transmission,Construction,No,No,No,,,,,,0,EDSON M/L LOOP #3 (ELK RIVER SECTION) - NPS 48,39.55360018,Natural Gas,Forests,Not Emergency,,,,,,,,,,,,,,
INC2021-174,Operation Beyond Design Limits,11/16/2021,Natural Force Damage,Natural or Environmental Forces,Low ,British Columbia,49.863576,-120.910154,Not Applicable,Not Applicable,No,Transmission,Operation,No,No,No,,,,,,0,Mainline,1596.893888,"Crude Oil, Crude Oil Sour Heavy, Crude Oil Sour Light, Crude Oil Sweet Heavy, Crude Oil Sweet Light",Forests,Not Emergency,,,,,,,,,,,,,,
INC2021-175,Operation Beyond Design Limits,11/17/2021,External Interference,Natural or Environmental Forces,Low ,British Columbia,49.44418702,-121.2724734,Not Applicable,Not Applicable,No,Transmission,Abandonment,Yes,No,No,,,,,,0,"SPECTRA - 30"" MAINLINE",1274.364117,"Natural Gas, Natural Gas Sweet",Water / Wetlands,Not Emergency,NPS 30,Carbon Steel,359 - X52,9.5 mm = 0.375 in,6450,,1956,1957,1957,,Seamless,Electric Flash Welded,External,Asphalt Mastic
INC2021-176,Operation Beyond Design Limits,11/17/2021,External Interference,Natural or Environmental Forces,Low ,British Columbia,49.73905166,-121.013667,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,,,,,0,"SPECTRA - 30"" MAINLINE",1274.364117,"Natural Gas, Natural Gas Sweet",Water / Wetlands,Not Emergency,NPS 30,Carbon Steel,359 - X52,9.9 mm = 0.390 in,6450,,1956,1957,1957,,Straight,Double Submerged Arc Welding,External,Fusion Bonded Epoxy (FBE)
INC2021-178,Operation Beyond Design Limits,11/18/2021,Natural Force Damage,Natural or Environmental Forces,Low ,British Columbia,49.691373,-121.01045,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,,,,,0,Mainline,1596.893888,"Crude Oil, Crude Oil Sour Heavy, Crude Oil Sour Light, Crude Oil Sweet Heavy, Crude Oil Sweet Light",Forests,Not Emergency,,,,,,,,,,,,,,
INC2021-179,Operation Beyond Design Limits,11/18/2021,External Interference,Natural or Environmental Forces,Low ,British Columbia,49.91498647,-120.9208727,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,,,,,0,"SPECTRA - 36"" LOOP",1105.13746,Natural Gas,Vegetative Barren,Not Emergency,NPS 36,Carbon Steel,414 - X60,9.9 mm = 0.390 in,6450,,1970,1971,1971,,Straight,Double Submerged Arc Welding,External,Polyethylene Tape Wrap
INC2012-195,Operation Beyond Design Limits,02/27/2012,Other Causes,Maintenance,Unknown,Alberta,53.5467,-113.35465,Not Applicable,Not Applicable,No,,Operation,No,No,No,,,,,,0,Line 2,1282.304863,Crude Oil,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2012-196,Operation Beyond Design Limits,02/27/2012,Other Causes,Maintenance,Unknown,Alberta,53.5467,-113.35465,Not Applicable,Not Applicable,No,,Operation,No,No,No,,,,,,0,Line 2,1282.304863,Crude Oil,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
